timepoint,well,plant,date,target,exp_group,target_ct,18S_ct,dct,ddct,2pwrneg_ddct,log_2pwrneg_ddct
2,A02,na,8_1,DI72,pos_ctrl,10.495,23.275,-12.78,,,
2,A03,na,8_1,DI73,pos_ctrl,12.665,29.71,-17.045,,,
2,A01,na,8_1,TBSV,pos_ctrl,9.19,22.595,-13.405,,,
2,A11,46,8_1,DI72,TBSV,25.21,14.685,10.525,11.936,0.000255215,-3.593094028
2,C02,19,8_1,DI72,TBSV,16.23,14.97,1.26,2.671,0.157017798,-0.804051118
2,C08,48,8_1,DI72,TBSV,17.23,16.75,0.48,1.891,0.269620108,-0.569247722
2,A08,32,8_1,DI72,TBSV,17.88,17.15,0.73,2.141,0.226722582,-0.644505221
2,C05,36,8_1,DI72,TBSV,15.485,17.165,-1.68,-0.269,1.204972315,0.080977069
2,C06,36,8_1,DI73,TBSV,29.235,12.11,17.125,18.536,2.63E-06,-5.579892
2,C03,19,8_1,DI73,TBSV,40.68,16.56,24.12,25.531,2.06E-08,-7.685596819
2,C09,48,8_1,DI73,TBSV,29.62,18.095,11.525,12.936,0.000127607,-3.894124024
2,A09,32,8_1,DI73,TBSV,100,19.055,80.945,82.356,1.62E-25,-24.79162632
2,A12,46,8_1,DI73,TBSV,100,19.215,80.785,82.196,1.81E-25,-24.74346152
2,C01,19,8_1,TBSV,TBSV,19.15,15.37,3.78,5.191,0.027374947,-1.562646707
2,A10,46,8_1,TBSV,TBSV,12.96,15.865,-2.905,-1.494,2.816688454,0.449738814
2,A07,32,8_1,TBSV,TBSV,14.285,16.56,-2.275,-0.864,1.820077648,0.260089916
2,C04,36,8_1,TBSV,TBSV,14.905,17.485,-2.58,-1.169,2.248557848,0.351904065
2,C07,48,8_1,TBSV,TBSV,15.965,18.54,-2.575,-1.164,2.240778428,0.350398915
2,E11,41,8_1,DI72,TBSV_DI72,16.1,13.705,2.395,3.806,0.071495686,-1.145720163
2,E05,23,8_1,DI72,TBSV_DI72,16.24,14.06,2.18,3.591,0.082985322,-1.080998714
2,E08,38,8_1,DI72,TBSV_DI72,17.34,14.585,2.755,4.166,0.055706906,-1.254090962
2,E02,7,8_1,DI72,TBSV_DI72,15.84,15.63,0.21,1.621,0.325110037,-0.487969623
2,C11,17,8_1,DI72,TBSV_DI72,16.335,17.09,-0.755,0.656,0.634635443,-0.197475677
2,E06,23,8_1,DI73,TBSV_DI72,100,15.51,84.49,85.901,1.38E-26,-25.85877766
2,E09,38,8_1,DI73,TBSV_DI72,40.32,16.775,23.545,24.956,3.07E-08,-7.512504572
