timepoint,well,plant,date,target,exp_group,target_ct,18S_ct,dct,dct_ratio,method
2,A03,na,8_10,DI73,pos_ctrl,12.46,22.96,-10.5,0.459786892,agro
2,C05,34,8_1,DI72,TBSV_DI73,15.155,17.305,-2.15,0.470459519,agro
3,G04,13,1_3,DI72,neg_plt,24.1,20.2,3.9,0.493358634,agro
3,G02,4,3_23,DI72,TBSV_DI72,15.925,15.815,0.11,0.5,agro
3,A03,na,8_10,DI73,pos_ctrl,12.055,23.95,-11.895,0.500420698,agro
1,A09,1,11_27,DI73,neg_plt,100,17.5,82.5,0.545212121,agro
1,A07,30,3_23,DI72,TBSV,18.15,13.155,4.995,0.552544248,agro
3,A03,na,8_1,DI73,pos_ctrl,12.605,19.605,-7,0.558213716,agro
1,E02,47,8_10,DI72,TBSV_DI72,17.9,16.35,1.55,0.57195572,agro
2,E05,24,3_23,DI72,TBSV_DI72,14.77,16.19,-1.42,0.58677686,agro
1,E11,10,8_1,DI72,TBSV_DI72,17.515,18.335,-0.82,0.592057762,agro
3,A11,46,8_10,DI72,TBSV,30.325,33.31,-2.985,0.594621514,agro
1,G02,25,3_23,DI72,TBSV_DI72,15.025,13.93,1.095,0.613445378,agro
4,E08,38,8_1,DI72,rcvrd_leaf,14.69,12.19,2.5,0.620347395,agro
1,C10,27,4_9,DI72,TBSV,15.5,16.92,-1.42,0.625550661,agro
2,C11,6,11_27,DI72,neg_plt,33.395,24.855,8.54,0.639940052,agro
1,A02,na,4_9,DI72,pos_ctrl,29.005,22.205,6.8,0.645773979,agro
3,G02,10,1_3,DI72,neg_plt,23.895,17.97,5.925,0.649315068,agro
2,G05,40,8_10,DI72,TBSV_DI73,16.97,20.1,-3.13,0.649377593,agro
2,C05,36,8_1,DI72,TBSV,15.485,17.165,-1.68,0.651162791,agro
1,G02,na,unk,DI72,neg_plt,26.23,17.99,8.24,0.652156708,agro
3,E11,45,8_1,DI72,TBSV_DI72,18.71,17.665,1.045,0.672025723,agro
2,A10,16,4_9,DI72,TBSV,17.41,14.23,3.18,0.686825054,agro
1,G04,na,unk,DI72,neg_plt,24.21,16.445,7.765,0.688997338,agro
1,G12,30,8_10,DI73,neg_plt,39.82,11.595,28.225,0.71833481,agro
3,G08,2,8_1,DI72,TBSV_DI73,16.85,17.68,-0.83,0.734513274,agro
1,G06,na,unk,DI72,neg_plt,25.285,15.85,9.435,0.746735259,agro
4,E05,30,8_1,DI72,rcvrd_leaf,18.15,15.98,2.17,0.753472222,agro
3,E02,4,8_10,DI72,neg_plt,33.395,18.14,15.255,0.754824344,agro
1,G11,30,8_10,DI72,neg_plt,28.82,13.33,15.49,0.763995068,agro
3,G11,na,8_1,DI72,neg_plt,30.165,13.14,17.025,0.772459165,agro
1,G04,na,1_3,DI72,neg_plt,28.245,12.675,15.57,0.784185344,agro
2,A02,na,3_23,DI72,pos_ctrl,27.39666667,20.68666667,6.71,0.787250684,agro
3,A02,na,3_23,DI72,pos_ctrl,31.07333333,23.30666667,7.766666667,0.817257103,agro
1,A03,na,3_23,DI73,pos_ctrl,30.94333333,22.94666667,7.996666667,0.834144645,agro
2,C12,8,4_9,DI72,TBSV,17.005,13.115,3.89,0.848418757,agro
3,C02,9,8_1,DI72,TBSV,18.31,13.64,4.67,0.857667585,agro
4,E11,35,8_1,DI72,rcvrd_leaf,14.62,12.21,2.41,0.862254025,agro
2,A06,na,8_10,DI73,neg_ctrl,100,36.2925,63.7075,0.86792003,agro
3,E05,15,8_10,DI72,TBSV_DI72,18.27,22.91,-4.64,0.882129278,agro
3,A03,na,3_23,DI73,pos_ctrl,31.63,23.08333333,8.546666667,0.899333567,agro
3,E02,33,8_1,DI72,TBSV_DI72,17.33,14.735,2.595,0.931777379,agro
3,A06,na,8_1,DI73,neg_ctrl,100,30.3,69.7,0.94081123,agro
1,A03,na,8_1,DI73,pos_ctrl,12.99,29.1,-16.11,0.943484627,agro
3,A06,na,8_10,DI73,neg_ctrl,100,34.26,65.74,0.94698934,agro
1,A06,na,8_10,DI73,neg_ctrl,100,30.105,69.895,0.952215524,agro
2,A02,na,8_1,DI72,pos_ctrl,10.495,23.275,-12.78,0.953375606,agro
3,C12,21,8_10,DI73,TBSV_DI72,100,16.03,83.97,0.971596999,agro
1,C03,3,11_27,DI73,neg_plt,100,21.275,78.725,0.978850429,agro
3,G03,11,11_27,DI73,neg_plt,100,18.29,81.71,0.993758414,agro
1,A12,2,11_27,DI73,neg_plt,100,22.325,77.675,0.994013518,agro
3,G09,13,11_27,DI73,neg_plt,100,17.845,82.155,0.995215021,agro
1,C09,5,11_27,DI73,neg_plt,100,17.715,82.285,0.997812481,agro
2,E12,10,11_27,DI73,neg_plt,100,19.045,80.955,0.998085356,agro
3,G12,14,11_27,DI73,neg_plt,100,17.255,82.745,0.999577014,agro
1,G11,na,8_1,DI72,neg_plt,31.12,31.12,0,1,agro
1,G12,na,8_1,DI73,neg_plt,100,15.04,84.96,1,agro
2,G08,16,8_10,DI72,TBSV_DI73,15.71,19.94,-4.23,1,agro
3,E03,36,8_10,DI73,TBSV_DI72,100,17.695,82.305,1.008444201,agro
3,H12,37,8_10,DI73,neg_plt,100,13.73,86.27,1.0114756,agro
2,E03,7,11_27,DI73,neg_plt,100,19.11,80.89,1.011682532,agro
2,G12,37,8_10,DI73,neg_plt,100,13.84,86.16,1.01183844,agro
1,C06,4,11_27,DI73,neg_plt,100,18.285,81.715,1.013583797,agro
2,E09,9,11_27,DI73,neg_plt,100,21.44,78.56,1.014702138,agro
3,G12,4,8_10,DI73,neg_plt,100,14.55,85.45,1.016898727,agro
3,G06,12,11_27,DI73,neg_plt,100,21.965,78.035,1.024348049,agro
1,G06,na,1_3,DI72,neg_plt,25.265,13.315,11.95,1.045037167,agro
2,E05,23,8_1,DI72,TBSV_DI72,16.24,14.06,2.18,1.055690073,agro
2,A03,na,3_23,DI73,pos_ctrl,31.55333333,22.51666667,9.036666667,1.060226828,agro
3,H08,16,8_10,DI72,TBSV_DI73,15.62,20.11,-4.49,1.063981043,agro
3,G09,17,3_23,DI72,TBSV_DI72,17.05,13.485,3.565,1.086890244,agro
1,A03,na,8_10,DI73,pos_ctrl,12.79,27.23,-14.44,1.100190476,agro
1,G02,na,1_3,DI72,neg_plt,37.715,13.01,24.705,1.147202229,agro
1,E02,5,8_1,DI72,TBSV_DI72,16.11,15.67,0.44,1.189189189,agro
3,G06,7,3_23,DI72,TBSV_DI72,16.015,18.03,-2.015,1.21021021,agro
1,A02,na,8_1,DI72,pos_ctrl,12.83,34.33,-21.5,1.259150805,agro
2,A03,na,8_1,DI73,pos_ctrl,12.665,29.71,-17.045,1.27154047,agro
3,E08,22,8_1,DI72,TBSV_DI72,18.775,13.615,5.16,1.296482412,agro
3,H05,40,8_10,DI72,TBSV_DI73,16.46,21.16,-4.7,1.316526611,agro
2,A02,na,4_9,DI72,pos_ctrl,34.34666667,20.57666667,13.77,1.342541436,agro
2,A03,na,4_9,DI73,pos_ctrl,34.34666667,20.34666667,14,1.364965875,agro
2,A02,na,8_10,DI72,pos_ctrl,11.05,42.65666667,-31.60666667,1.384031528,agro
3,E02,18,3_23,DI72,TBSV_DI72,16.615,13.055,3.56,1.47107438,agro
1,E08,39,8_1,DI72,TBSV_DI72,14.675,11.815,2.86,1.505263158,agro
2,A05,na,4_9,DI73,neg_ctrl,33.55333333,11.69333333,21.86,1.52547104,agro
2,G11,na,8_1,DI72,neg_plt,42.005,10.1,31.905,1.579846497,agro
3,A02,na,8_1,DI72,pos_ctrl,10.21,30.91,-20.7,1.650717703,agro
3,A11,10,4_9,DI72,TBSV_DI73,20.005,16.095,3.91,1.844339623,agro
3,A09,6,4_9,DI73,TBSV_DI73,29.985,33.43,-3.445,1.849056604,agro
2,E06,8,11_27,DI73,neg_plt,100,58.795,41.205,1.995510254,agro
1,G02,30,8_1,DI72,TBSV_DI73,16.33,23.16333333,-6.833333333,2.041832669,agro
1,A05,na,3_23,DI72,neg_ctrl,28.54,12.055,16.485,2.042750929,agro
1,A02,na,8_10,DI72,pos_ctrl,14.705,41.565,-26.86,2.04647619,agro
3,C06,23,8_10,DI73,TBSV,31.655,35.44,-3.785,2.184940555,agro
3,G03,28,4_9,DI72,TBSV,23.095,12.69,10.405,2.276805252,agro
1,G06,26,4_9,DI72,TBSV_DI73,14.71,13.375,1.335,2.810526316,agro
3,G05,29,8_10,DI72,TBSV_DI73,27.22,40.1,-12.88,2.830769231,agro
2,C11,52,8_10,DI72,TBSV_DI72,16.33,21.535,-5.205,3.315286624,agro
2,G08,37,8_1,DI72,TBSV_DI73,19.1005,25.17,-6.0695,3.52877907,agro
3,A02,na,8_10,DI72,pos_ctrl,10.735,100,-89.265,3.755363904,agro
3,G12,na,8_1,DI73,neg_plt,100,11.775,88.225,4.002949183,agro
1,D02,na,unk,DI72,neg_plt,79.29333333,15.67,63.62333333,4.050721561,agro
3,E03,4,8_10,DI73,neg_plt,100,17.215,82.785,4.096239485,agro
2,G12,na,8_1,DI73,neg_plt,100,11.3,88.7,4.392176281,agro
2,G06,21,4_9,DI72,TBSV_DI73,19.185,14.84,4.345,4.526041667,agro
3,C05,21,8_1,DI72,TBSV,16.325,17.29,-0.965,4.948717949,agro
3,F08,na,4_9,DI73,neg_ctrl,36.25333333,15.30666667,20.94666667,5.352640546,agro
3,D12,na,unk,DI73,neg_plt,100,26.51666667,73.48333333,5.982360924,agro
2,C03,19,8_1,DI73,TBSV,40.68,16.56,24.12,6.380952381,agro
2,D06,na,unk,DI72,neg_plt,58.80333333,15.15,43.65333333,6.842215255,agro
3,D10,na,unk,DI72,neg_plt,100,15.77,84.23,6.857259161,agro
2,A05,na,3_23,DI72,neg_ctrl,32.92,12.27666667,20.64333333,6.927293064,agro
1,D04,na,unk,DI73,neg_plt,100,20.66,79.34,7.039929015,agro
3,C02,32,8_10,DI72,TBSV,29.495,100,-70.505,7.773428886,agro
1,E12,27,8_10,DI73,TBSV_DI72,100,10.9,89.1,8.048780488,agro
3,C05,23,8_10,DI72,TBSV,16.74,100,-83.26,10.06771463,agro
2,E11,41,8_1,DI72,TBSV_DI72,16.1,13.705,2.395,10.41304348,agro
3,E03,18,3_23,DI73,TBSV_DI72,40.855,13.725,27.13,11.2107438,agro
3,C08,13,8_10,DI72,TBSV,16.64,100,-83.36,11.74084507,agro
2,D08,na,unk,DI73,neg_plt,100,23.7,76.3,11.95924765,agro
3,A12,na,unk,DI73,neg_plt,100,24.25,75.75,12.69907795,agro
1,G09,9,3_23,DI72,TBSV_DI72,23.72,13.955,9.765,13.65734266,agro
3,A11,na,unk,DI72,neg_plt,100,16.12,83.88,14.0620285,agro
3,G02,34,8_10,DI72,TBSV_DI73,17.75,100,-82.25,14.08390411,agro
1,A05,na,4_9,DI73,neg_ctrl,30.1005,12.755,17.3455,17.43266332,agro
3,E12,18,8_10,DI73,TBSV_DI72,100,17.675,82.325,23.55507868,agro
2,G05,15,8_1,DI72,TBSV_DI73,18.79,15.53,3.26,25.07692308,agro
2,A08,10,8_10,DI72,TBSV,15.38,100,-84.62,29.17931034,agro
3,C12,6,3_23,DI72,TBSV,30.925,16.21,14.715,35.8902439,agro
2,E06,23,8_1,DI73,TBSV_DI72,100,15.51,84.49,40.91525424,agro
2,E08,38,8_1,DI72,TBSV_DI72,17.34,14.585,2.755,55.1,agro
1,A11,51,8_10,DI72,TBSV,100,13.88,86.12,93.60869565,agro
1,A12,51,8_10,DI73,TBSV,100,11.595,88.405,96.0923913,agro
1,A08,5,8_10,DI72,TBSV,100,15.605,84.395,108.1987179,agro
3,A07,4,4_9,DI72,TBSV_DI73,30.355,15.33,15.025,130.6521739,agro
