timepoint,well,plant,date,target,exp_group,target_ct,18S_ct,dct,ddct,2pwrneg_ddct,log_2pwrneg_ddct,method
2,C03,19,8_1,DI73,TBSV,40.68,16.56,24.12,-47.035,1.44E+14,14.15894585,agro
2,C09,48,8_1,DI73,TBSV,29.62,18.095,11.525,-59.63,8.92E+17,17.95041864,agro
2,A09,32,8_1,DI73,TBSV,100,19.055,80.945,9.79,0.001129578,-2.947083658,agro
2,A12,46,8_1,DI73,TBSV,100,19.215,80.785,9.63,0.001262063,-2.898918858,agro
2,C01,19,8_1,TBSV,TBSV,19.15,15.37,3.78,5.191,0.027374947,-1.562646707,agro
2,A10,46,8_1,TBSV,TBSV,12.96,15.865,-2.905,-1.494,2.816688454,0.449738814,agro
2,A07,32,8_1,TBSV,TBSV,14.285,16.56,-2.275,-0.864,1.820077648,0.260089916,agro
2,C04,36,8_1,TBSV,TBSV,14.905,17.485,-2.58,-1.169,2.248557848,0.351904065,agro
2,C07,48,8_1,TBSV,TBSV,15.965,18.54,-2.575,-1.164,2.240778428,0.350398915,agro
2,E11,41,8_1,DI72,TBSV_DI72,16.1,13.705,2.395,-49.392,7.39E+14,14.86847355,agro
2,E05,23,8_1,DI72,TBSV_DI72,16.24,14.06,2.18,-49.607,8.57E+14,14.93319499,agro
2,E08,38,8_1,DI72,TBSV_DI72,17.34,14.585,2.755,-49.032,5.76E+14,14.76010275,agro
2,E02,7,8_1,DI72,TBSV_DI72,15.84,15.63,0.21,-51.577,3.36E+15,15.52622409,agro
2,C11,17,8_1,DI72,TBSV_DI72,16.335,17.09,-0.755,-52.542,6.56E+15,15.81671803,agro
2,E06,23,8_1,DI73,TBSV_DI72,100,15.51,84.49,13.335,9.68E-05,-4.014234992,agro
2,E09,38,8_1,DI73,TBSV_DI72,40.32,16.775,23.545,-47.61,2.15E+14,14.33203809,agro
2,E03,7,8_1,DI73,TBSV_DI72,30.07,17.11,12.96,-58.195,3.30E+17,17.5184406,agro
2,E12,41,8_1,DI73,TBSV_DI72,35.74,17.255,18.485,-52.67,7.17E+15,15.85524987,agro
2,C12,17,8_1,DI73,TBSV_DI72,31.57,18.175,13.395,-57.76,2.44E+17,17.38749255,agro
2,E07,38,8_1,TBSV,TBSV_DI72,14.7,14.65,0.05,1.461,0.363241262,-0.439804824,agro
2,E04,23,8_1,TBSV,TBSV_DI72,17.665,15.6,2.065,3.476,0.089871033,-1.046380265,agro
2,E01,7,8_1,TBSV,TBSV_DI72,16.535,16.05,0.485,1.896,0.268687293,-0.570752872,agro
2,E10,41,8_1,TBSV,TBSV_DI72,16.865,16.635,0.23,1.641,0.320634151,-0.493990223,agro
2,C10,17,8_1,TBSV,TBSV_DI72,18.24,16.97,1.27,2.681,0.155933196,-0.807061418,agro
2,G05,15,8_1,DI72,TBSV_DI73,18.79,15.53,3.26,-48.527,4.06E+14,14.6080826,agro
2,G02,20,8_1,DI72,TBSV_DI73,16.255,16.205,0.05,-51.737,3.75E+15,15.57438889,agro
2,C02,24,8_1,DI72,TBSV_DI73,21.11,16.235,4.875,-46.912,1.32E+14,14.12191916,agro
2,C05,34,8_1,DI72,TBSV_DI73,15.155,17.305,-2.15,-53.937,1.72E+16,16.23665488,agro
2,G08,37,8_1,DI72,TBSV_DI73,19.1005,25.17,-6.0695,-57.8565,2.61E+17,17.41654194,agro
2,G06,15,8_1,DI73,TBSV_DI73,24.365,15.755,8.61,-62.545,6.73E+18,18.82792108,agro
2,G03,20,8_1,DI73,TBSV_DI73,29.5,18.06,11.44,-59.715,9.46E+17,17.97600619,agro
2,G09,37,8_1,DI73,TBSV_DI73,39,18.075,20.925,-50.23,1.32E+15,15.12073668,agro
2,C06,34,8_1,DI73,TBSV_DI73,29.66,19.335,10.325,-60.83,2.05E+18,18.31165464,agro
2,C03,24,8_1,DI73,TBSV_DI73,100,32.08,67.92,-3.235,9.415253898,0.973832036,agro
2,G04,15,8_1,TBSV,TBSV_DI73,15.305,15.175,0.13,1.541,0.343647174,-0.463887223,agro
2,G07,37,8_1,TBSV,TBSV_DI73,14.565,16.285,-1.72,-0.309,1.238848698,0.093018269,agro
2,C01,24,8_1,TBSV,TBSV_DI73,13.025,17.105,-4.08,-2.669,6.359882008,0.803449058,agro
2,G01,20,8_1,TBSV,TBSV_DI73,16.33,17.775,-1.445,-0.034,1.0238469,0.01023502,agro
2,C04,34,8_1,TBSV,TBSV_DI73,13.485,18.055,-4.57,-3.159,8.932103696,0.950953756,agro
2,A05,na,8_10,DI72,neg_ctrl,40.34,100,-59.66,,,,agro
2,A06,na,8_10,DI73,neg_ctrl,100,36.2925,63.7075,,,,agro
2,A04,na,8_10,TBSV,neg_ctrl,100,26.5975,73.4025,,,,agro
2,G11,37,8_10,DI72,neg_plt,29.61,14.88,14.73,,,,agro
2,G12,37,8_10,DI73,neg_plt,100,13.84,86.16,,,,agro
2,G10,37,8_10,TBSV,neg_plt,100,12.82,87.18,,,,agro
2,A02,na,8_10,DI72,pos_ctrl,11.05,42.65666667,-31.60666667,,,,agro
2,A03,na,8_10,DI73,pos_ctrl,12.46,22.96,-10.5,,,,agro
2,A01,na,8_10,TBSV,pos_ctrl,11.48333333,34.32,-22.83666667,,,,agro
2,A11,26,8_10,DI72,TBSV,15.535,17.29,-1.755,-53.542,1.31E+16,16.11774803,agro
2,C08,19,8_10,DI72,TBSV,29.4,21.205,8.195,-43.592,1.33E+13,13.12249957,agro
2,C05,42,8_10,DI72,TBSV,27.73,29.87,-2.14,-53.927,1.71E+16,16.23364458,agro
2,C02,53,8_10,DI72,TBSV,29.47,30.38,-0.91,-52.697,7.30E+15,15.86337768,agro
2,A08,10,8_10,DI72,TBSV,15.38,100,-84.62,-136.407,1.16E+41,41.06259862,agro
2,A12,26,8_10,DI73,TBSV,38.78,10.695,28.085,-43.07,9.23E+12,12.96536191,agro
2,C09,19,8_10,DI73,TBSV,100,16.51,83.49,12.335,0.000193551,-3.713204997,agro
2,C06,42,8_10,DI73,TBSV,41.115,17.175,23.94,-47.215,1.63E+14,14.21313125,agro
2,A09,10,8_10,DI73,TBSV,34.115,18.91,15.205,-55.95,6.96E+16,16.84262826,agro
2,C03,53,8_10,DI73,TBSV,100,19.37,80.63,9.475,0.001405209,-2.852259209,agro
2,A10,26,8_10,TBSV,TBSV,18.195,15.22,2.975,4.386,0.047828024,-1.320317561,agro
2,C07,19,8_10,TBSV,TBSV,11.405,16.405,-5,-3.589,12.03363001,1.080396654,agro
2,A07,10,8_10,TBSV,TBSV,14.765,17.665,-2.9,-1.489,2.806943452,0.448233664,agro
2,C01,53,8_10,TBSV,TBSV,14.185,18.26,-4.075,-2.664,6.337878487,0.801943908,agro
2,C04,42,8_10,TBSV,TBSV,13.905,18.85,-4.945,-3.534,11.58350538,1.063840005,agro
2,E08,44,8_10,DI72,TBSV_DI72,16.535,12.125,4.41,-47.377,1.83E+14,14.2618981,agro
2,E05,49,8_10,DI72,TBSV_DI72,16.185,12.57,3.615,-48.172,3.17E+14,14.50121695,agro
2,E11,31,8_10,DI72,TBSV_DI72,16.78,13.99,2.79,-48.997,5.62E+14,14.7495667,agro
2,E02,39,8_10,DI72,TBSV_DI72,16.015,16.415,-0.4,-52.187,5.13E+15,15.70985238,agro
2,C11,52,8_10,DI72,TBSV_DI72,16.33,21.535,-5.205,-56.992,1.43E+17,17.15630151,agro
2,E12,31,8_10,DI73,TBSV_DI72,100,12.83,87.17,16.015,1.51E-05,-4.820995381,agro
2,C12,52,8_10,DI73,TBSV_DI72,31.765,15.865,15.9,-55.255,4.30E+16,16.63341241,agro
2,E03,39,8_10,DI73,TBSV_DI72,29.67,18.075,11.595,-59.56,8.50E+17,17.92934654,agro
2,E06,49,8_10,DI73,TBSV_DI72,37.185,18.43,18.755,-52.4,5.94E+15,15.77397177,agro
2,E09,44,8_10,DI73,TBSV_DI72,100,20.52,79.48,8.325,0.003118353,-2.506074714,agro
2,E10,31,8_10,TBSV,TBSV_DI72,21.59,11.7,9.89,11.301,0.000396333,-3.401939981,agro
2,C10,52,8_10,TBSV,TBSV_DI72,14.68,16.25,-1.57,-0.159,1.116512962,0.047863769,agro
2,E07,44,8_10,TBSV,TBSV_DI72,14.61,18.07,-3.46,-2.049,4.138190326,0.616810461,agro
2,E04,49,8_10,TBSV,TBSV_DI72,15.29,18.34,-3.05,-1.639,3.114498764,0.493388163,agro
2,E01,39,8_10,TBSV,TBSV_DI72,14.315,19.65,-5.335,-3.924,15.17894904,1.181241703,agro
2,C05,48,8_10,DI72,TBSV_DI73,27.155,15.98,11.175,-40.612,1.68E+12,12.22543018,agro
2,C02,8,8_10,DI72,TBSV_DI73,29.11,18.97,10.14,-41.647,3.44E+12,12.53699623,agro
2,G02,25,8_10,DI72,TBSV_DI73,22.08,19.67,2.41,-49.377,7.31E+14,14.8639581,agro
2,G08,16,8_10,DI72,TBSV_DI73,15.71,19.94,-4.23,-56.017,7.29E+16,16.86279727,agro
2,G05,40,8_10,DI72,TBSV_DI73,16.97,20.1,-3.13,-54.917,3.40E+16,16.53166427,agro
2,C06,48,8_10,DI73,TBSV_DI73,18.825,15.99,2.835,-68.32,3.68E+20,20.5663693,agro
2,G03,25,8_10,DI73,TBSV_DI73,20.25,16.26,3.99,-67.165,1.65E+20,20.21867966,agro
2,G09,16,8_10,DI73,TBSV_DI73,26.62,16.65,9.97,-61.185,2.62E+18,18.41852028,agro
2,C03,8,8_10,DI73,TBSV_DI73,19.285,17.095,2.19,-68.965,5.76E+20,20.76053365,agro
2,G06,40,8_10,DI73,TBSV_DI73,30.39,17.99,12.4,-58.755,4.86E+17,17.6870174,agro
2,C04,48,8_10,TBSV,TBSV_DI73,13.47,15.965,-2.495,-1.084,2.119905567,0.326316515,agro
2,G01,25,8_10,TBSV,TBSV_DI73,14.06,17.38,-3.32,-1.909,3.755486989,0.574666262,agro
2,C01,8,8_10,TBSV,TBSV_DI73,12.955,18.19,-5.235,-3.824,14.16246023,1.151138703,agro
2,G07,16,8_10,TBSV,TBSV_DI73,14.05,18.28,-4.23,-2.819,7.056730922,0.848603558,agro
2,G04,40,8_10,TBSV,TBSV_DI73,14.44,19.26,-4.82,-3.409,10.62212127,1.026211255,agro
3,A05,na,3_23,DI72,neg_ctrl,33.24,13.48666667,19.75333333,,,,agro
3,A04,na,3_23,TBSV,neg_ctrl,100,38.54,61.46,,,,agro
3,A02,na,3_23,DI72,pos_ctrl,31.07333333,23.30666667,7.766666667,,,,agro
3,A03,na,3_23,DI73,pos_ctrl,31.63,23.08333333,8.546666667,,,,agro
3,A01,na,3_23,TBSV,pos_ctrl,34.09,24.58666667,9.503333333,,,,agro
3,A10,5,3_23,DI72,TBSV,100,14.94,85.06,33.273,9.63E-11,-10.01617105,agro
3,A07,16,3_23,DI72,TBSV,30.605,15.97,14.635,-37.152,1.53E+11,11.1838664,agro
3,C12,6,3_23,DI72,TBSV,30.925,16.21,14.715,-37.072,1.44E+11,11.159784,agro
3,C07,20,3_23,DI72,TBSV,19.27,18.095,1.175,-50.612,1.72E+15,15.23573014,agro
3,C10,19,3_23,DI72,TBSV,31.385,18.755,12.63,-39.157,6.13E+11,11.78743154,agro
3,A11,5,3_23,DI73,TBSV,100,15.075,84.925,13.77,7.16E-05,-4.14518304,agro
3,E12,6,3_23,DI73,TBSV,100,15.59,84.41,13.255,0.000102293,-3.990152593,agro
3,A08,16,3_23,DI73,TBSV,100,15.595,84.405,13.25,0.000102648,-3.988647443,agro
3,C08,20,3_23,DI73,TBSV,100,16.955,83.045,11.89,0.000263483,-3.579246648,agro
3,C11,19,3_23,DI73,TBSV,100,18.82,81.18,10.025,0.000959786,-3.017825707,agro
3,A09,5,3_23,TBSV,TBSV,13.51,15.195,-1.685,-0.274,1.209155676,0.082482219,agro
3,A06,16,3_23,TBSV,TBSV,14.27,15.44,-1.17,0.241,0.846158597,-0.072548229,agro
3,A12,6,3_23,TBSV,TBSV,15.985,15.575,0.41,1.821,0.283024726,-0.548175622,agro
3,C06,20,3_23,TBSV,TBSV,15.04,17.485,-2.445,-1.034,2.047693801,0.311265016,agro
3,C09,19,3_23,TBSV,TBSV,14.28,18.49,-4.21,-2.799,6.959578822,0.842582958,agro
3,E02,18,3_23,DI72,TBSV_DI72,16.615,13.055,3.56,-48.227,3.29E+14,14.5177736,agro
3,G09,17,3_23,DI72,TBSV_DI72,17.05,13.485,3.565,-48.222,3.28E+14,14.51626845,agro
3,G02,4,3_23,DI72,TBSV_DI72,15.925,15.815,0.11,-51.677,3.60E+15,15.55632709,agro
3,E05,19,3_23,DI72,TBSV_DI72,16.58,16.64,-0.06,-51.847,4.05E+15,15.60750219,agro
3,G06,7,3_23,DI72,TBSV_DI72,16.015,18.03,-2.015,-53.802,1.57E+16,16.19601583,agro
3,E03,18,3_23,DI73,TBSV_DI72,40.855,13.725,27.13,-44.025,1.79E+13,13.25284556,agro
3,G10,17,3_23,DI73,TBSV_DI72,100,15.02,84.98,13.825,6.89E-05,-4.16173969,agro
3,G04,19,3_23,DI73,TBSV_DI72,100,16.41,83.59,12.435,0.000180589,-3.743307996,agro
3,G03,4,3_23,DI73,TBSV_DI72,33.805,16.57,17.235,-53.92,1.70E+16,16.23153737,agro
3,G07,7,3_23,DI73,TBSV_DI72,30.075,16.71,13.365,-57.79,2.49E+17,17.39652345,agro
3,E01,18,3_23,TBSV,TBSV_DI72,16.03,13.61,2.42,3.831,0.070267433,-1.153245913,agro
3,G08,17,3_23,TBSV,TBSV_DI72,17.275,13.995,3.28,4.691,0.038714022,-1.41213171,agro
3,G01,4,3_23,TBSV,TBSV_DI72,16.49,16.27,0.22,1.631,0.322864338,-0.490979923,agro
3,G05,7,3_23,TBSV,TBSV_DI72,14.775,16.44,-1.665,-0.254,1.192508872,0.076461619,agro
3,E04,19,3_23,TBSV,TBSV_DI72,16.555,16.835,-0.28,1.131,0.456599125,-0.340464925,agro
3,F08,na,4_9,DI73,neg_ctrl,36.25333333,15.30666667,20.94666667,,,,agro
3,F09,na,4_9,TBSV,neg_ctrl,42.94333333,39.03,3.913333333,,,,agro
3,G03,28,4_9,DI72,TBSV,23.095,12.69,10.405,-41.382,2.87E+12,12.45722328,agro
3,E01,19,4_9,DI72,TBSV,21.55,16.32,5.23,-46.557,1.04E+14,14.01505351,agro
3,G06,11,4_9,DI72,TBSV,23.865,17.265,6.6,-45.187,4.01E+13,13.60264241,agro
3,E06,24,4_9,DI72,TBSV,30.81,17.375,13.435,-38.352,3.51E+11,11.54510239,agro
3,E03,5,4_9,DI72,TBSV,31.93,18.66,13.27,-38.517,3.93E+11,11.59477234,agro
3,G02,28,4_9,DI73,TBSV,100,13.695,86.305,15.15,2.75E-05,-4.560604434,agro
3,C01,19,4_9,DI73,TBSV,100,18.1,81.9,10.745,0.000582683,-3.234567303,agro
3,G05,11,4_9,DI73,TBSV,100,18.535,81.465,10.31,0.000787736,-3.103619255,agro
3,E05,24,4_9,DI73,TBSV,100,20.62,79.38,8.225,0.003342168,-2.475971714,agro
3,E02,5,4_9,DI73,TBSV,100,20.925,79.075,7.92,0.004128977,-2.384157566,agro
3,G04,28,4_9,TBSV,TBSV,18.09,13.52,4.57,5.981,0.015832139,-1.800460404,agro
3,E07,24,4_9,TBSV,TBSV,17.51,17.96,-0.45,0.961,0.51370072,-0.289289826,agro
3,E04,5,4_9,TBSV,TBSV,17.665,18.655,-0.99,0.421,0.746906729,-0.126733628,agro
3,G07,11,4_9,TBSV,TBSV,16.91,19.4,-2.49,-1.079,2.112571251,0.324811365,agro
3,G01,19,4_9,TBSV,TBSV,19.395,19.98,-0.585,0.826,0.564091069,-0.248650776,agro
3,A07,4,4_9,DI72,TBSV_DI73,30.355,15.33,15.025,-36.762,1.17E+11,11.0664647,agro
3,C11,15,4_9,DI72,TBSV_DI73,28.53,16.03,12.5,-39.287,6.71E+11,11.82656544,agro
3,A11,10,4_9,DI72,TBSV_DI73,20.005,16.095,3.91,-47.877,2.58E+14,14.4124131,agro
3,A04,32,4_9,DI72,TBSV_DI73,20.585,17.06,3.525,-48.262,3.38E+14,14.52830965,agro
3,C08,6,4_9,DI72,TBSV_DI73,19.365,20.935,-1.57,-53.357,1.15E+16,16.06205748,agro
3,A06,4,4_9,DI73,TBSV_DI73,100,15.96,84.04,12.885,0.000132199,-3.878771494,agro
3,C10,15,4_9,DI73,TBSV_DI73,100,17.375,82.625,11.47,0.000352522,-3.45281405,agro
3,A10,10,4_9,DI73,TBSV_DI73,100,17.59,82.41,11.255,0.000409173,-3.388092601,agro
3,A03,32,4_9,DI73,TBSV_DI73,100,18.93,81.07,9.915,0.001035828,-2.984712407,agro
3,A09,6,4_9,DI73,TBSV_DI73,29.985,33.43,-3.445,-74.6,2.86E+22,22.45683768,agro
3,A12,10,4_9,TBSV,TBSV_DI73,19.12,17,2.12,3.531,0.086509357,-1.062936915,agro
3,C12,15,4_9,TBSV,TBSV_DI73,16.705,17.125,-0.42,0.991,0.503128912,-0.298320726,agro
3,A05,32,4_9,TBSV,TBSV_DI73,17.02,17.34,-0.32,1.091,0.469435874,-0.328423725,agro
3,A08,4,4_9,TBSV,TBSV_DI73,17.68,17.565,0.115,1.526,0.347238784,-0.459371773,agro
3,C09,6,4_9,TBSV,TBSV_DI73,14.31,20.68,-6.37,-4.959,31.10339162,1.492807748,agro
3,A05,na,8_1,DI72,neg_ctrl,100,100,0,,,,agro
3,A06,na,8_1,DI73,neg_ctrl,100,30.3,69.7,,,,agro
3,A04,na,8_1,TBSV,neg_ctrl,100,25.915,74.085,,,,agro
3,G11,na,8_1,DI72,neg_plt,30.165,13.14,17.025,,,,agro
3,G12,na,8_1,DI73,neg_plt,100,11.775,88.225,,,,agro
3,G10,na,8_1,TBSV,neg_plt,32.68,10.64,22.04,,,,agro
3,A02,na,8_1,DI72,pos_ctrl,10.21,30.91,-20.7,,,,agro
3,A03,na,8_1,DI73,pos_ctrl,12.605,19.605,-7,,,,agro
3,A01,na,8_1,TBSV,pos_ctrl,9.38,21.92,-12.54,,,,agro
3,C02,9,8_1,DI72,TBSV,18.31,13.64,4.67,-47.117,1.53E+14,14.18363031,agro
3,A11,40,8_1,DI72,TBSV,18.135,16.305,1.83,-49.957,1.09E+15,15.03855549,agro
3,C05,21,8_1,DI72,TBSV,16.325,17.29,-0.965,-52.752,7.58E+15,15.87993433,agro
3,A08,12,8_1,DI72,TBSV,30.94,17.41,13.53,-38.257,3.28E+11,11.51650454,agro
3,C08,31,8_1,DI72,TBSV,19.125,18.415,0.71,-51.077,2.38E+15,15.37570909,agro
3,C03,9,8_1,DI73,TBSV,100,15.1005,84.8995,13.7445,7.29E-05,-4.137506775,agro
3,A12,40,8_1,DI73,TBSV,100,17.38,82.62,11.465,0.000353746,-3.4513089,agro
3,A09,12,8_1,DI73,TBSV,100,19.525,80.475,9.32,0.00156459,-2.80559956,agro
3,C06,21,8_1,DI73,TBSV,100,32.57,67.43,-3.725,13.22320509,1.121336734,agro
3,C09,31,8_1,DI73,TBSV,100,41.34,58.66,-12.495,5772.577813,3.761369796,agro
3,A10,40,8_1,TBSV,TBSV,19.515,14.14,5.375,6.786,0.009061716,-2.042789551,agro
3,C01,9,8_1,TBSV,TBSV,19.77,14.325,5.445,6.856,0.008632535,-2.06386165,agro
3,C04,21,8_1,TBSV,TBSV,17.41,17.605,-0.195,1.216,0.430474594,-0.366052475,agro
3,A07,12,8_1,TBSV,TBSV,15.93,18.31,-2.38,-0.969,1.957483301,0.291698066,agro
3,C07,31,8_1,TBSV,TBSV,15.07,19.71,-4.64,-3.229,9.376178269,0.972025856,agro
3,C11,3,8_1,DI72,TBSV_DI72,16.935,9.93,7.005,-44.782,3.02E+13,13.48072527,agro
3,E08,22,8_1,DI72,TBSV_DI72,18.775,13.615,5.16,-46.627,1.09E+14,14.03612561,agro
3,E02,33,8_1,DI72,TBSV_DI72,17.33,14.735,2.595,-49.192,6.43E+14,14.80826755,agro
3,E05,42,8_1,DI72,TBSV_DI72,15.985,15.21,0.775,-51.012,2.27E+15,15.35614214,agro
3,E11,45,8_1,DI72,TBSV_DI72,18.71,17.665,1.045,-50.742,1.88E+15,15.27486404,agro
3,E09,22,8_1,DI73,TBSV_DI72,100,16.475,83.525,12.37,0.000188912,-3.723741046,agro
3,E12,45,8_1,DI73,TBSV_DI72,100,17.44,82.56,11.405,0.000368768,-3.433247101,agro
3,E03,33,8_1,DI73,TBSV_DI72,100,19.055,80.945,9.79,0.001129578,-2.947083658,agro
3,C12,3,8_1,DI73,TBSV_DI72,34.355,20.01,14.345,-56.81,1.26E+17,17.10151405,agro
3,E06,42,8_1,DI73,TBSV_DI72,100,31.79,68.21,-2.945,7.700755545,0.886533337,agro
3,E07,22,8_1,TBSV,TBSV_DI72,18.36,14.38,3.98,5.391,0.023831276,-1.622852707,agro
3,E10,45,8_1,TBSV,TBSV_DI72,16.91,15.355,1.555,2.966,0.127980863,-0.892854967,agro
3,E01,33,8_1,TBSV,TBSV_DI72,18.685,15.9,2.785,4.196,0.054560474,-1.263121862,agro
3,E04,42,8_1,TBSV,TBSV_DI72,17.595,17.65,-0.055,1.356,0.39066394,-0.408196674,agro
3,C10,3,8_1,TBSV,TBSV_DI72,17.855,18.685,-0.83,0.581,0.668500248,-0.174898427,agro
3,E05,49,8_1,DI72,TBSV_DI73,26.37,12.62,13.75,-38.037,2.82E+11,11.45027795,agro
3,E02,27,8_1,DI72,TBSV_DI73,16.76,16.665,0.095,-51.692,3.64E+15,15.56084254,agro
3,G02,50,8_1,DI72,TBSV_DI73,17.27,16.995,0.275,-51.512,3.21E+15,15.50665714,agro
3,G05,29,8_1,DI72,TBSV_DI73,17.23,17.625,-0.395,-52.182,5.11E+15,15.70834723,agro
3,G08,2,8_1,DI72,TBSV_DI73,16.85,17.68,-0.83,-52.617,6.91E+15,15.83929528,agro
3,G03,50,8_1,DI73,TBSV_DI73,42.465,10.66,31.805,-39.35,7.01E+11,11.84553033,agro
3,E06,49,8_1,DI73,TBSV_DI73,100,14.855,85.145,13.99,6.15E-05,-4.211409639,agro
3,E03,27,8_1,DI73,TBSV_DI73,34.505,19.985,14.52,-56.635,1.12E+17,17.0488338,agro
3,G06,29,8_1,DI73,TBSV_DI73,100,29.18,70.82,-0.335,1.261377409,0.100845049,agro
3,G09,2,8_1,DI73,TBSV_DI73,100,29.68,70.32,-0.835,1.783857039,0.251360046,agro
3,E04,49,8_1,TBSV,TBSV_DI73,13.1005,15.31,-2.2095,-0.7985,1.739291808,0.240372452,agro
3,G04,29,8_1,TBSV,TBSV_DI73,14.93,17.19,-2.26,-0.849,1.80125196,0.255574466,agro
3,G07,2,8_1,TBSV,TBSV_DI73,16.085,17.215,-1.13,0.281,0.823020345,-0.084589429,agro
3,E01,27,8_1,TBSV,TBSV_DI73,17.87,17.25,0.62,2.031,0.244685413,-0.611391921,agro
3,G01,50,8_1,TBSV,TBSV_DI73,17.385,17.415,-0.03,1.381,0.383952567,-0.415722424,agro
3,A05,na,8_10,DI72,neg_ctrl,36.14,100,-63.86,,,,agro
3,A06,na,8_10,DI73,neg_ctrl,100,34.26,65.74,,,,agro
3,A04,na,8_10,TBSV,neg_ctrl,100,30.58,69.42,,,,agro
3,G11,4,8_10,DI72,neg_plt,33.04,14.3,18.74,,,,agro
3,H11,37,8_10,DI72,neg_plt,30.06,15.21,14.85,,,,agro
3,E02,4,8_10,DI72,neg_plt,33.395,18.14,15.255,,,,agro
3,H12,37,8_10,DI73,neg_plt,100,13.73,86.27,,,,agro
3,G12,4,8_10,DI73,neg_plt,100,14.55,85.45,,,,agro
3,E03,4,8_10,DI73,neg_plt,100,17.215,82.785,,,,agro
3,H10,37,8_10,TBSV,neg_plt,100,12.74,87.26,,,,agro
3,G10,4,8_10,TBSV,neg_plt,100,15.97,84.03,,,,agro
3,E01,4,8_10,TBSV,neg_plt,38.11,17.9,20.21,,,,agro
3,A02,na,8_10,DI72,pos_ctrl,10.735,100,-89.265,,,,agro
3,A03,na,8_10,DI73,pos_ctrl,12.055,23.95,-11.895,,,,agro
3,A01,na,8_10,TBSV,pos_ctrl,9.505,33.275,-23.77,,,,agro
3,A08,24,8_10,DI72,TBSV,17.025,11.34,5.685,-46.102,7.55E+13,13.87808486,agro
3,A11,46,8_10,DI72,TBSV,30.325,33.31,-2.985,-54.772,3.08E+16,16.48801492,agro
3,C08,13,8_10,DI72,TBSV,16.64,100,-83.36,-135.147,4.82E+40,40.68330082,agro
3,C05,23,8_10,DI72,TBSV,16.74,100,-83.26,-135.047,4.50E+40,40.65319782,agro
3,C02,32,8_10,DI72,TBSV,29.495,100,-70.505,-122.292,6.51E+36,36.81356023,agro
3,C09,13,8_10,DI73,TBSV,29.32,13.29,16.03,-55.125,3.93E+16,16.59427851,agro
3,A09,24,8_10,DI73,TBSV,38.8,17.41,21.39,-49.765,9.57E+14,14.98075773,agro
3,A12,46,8_10,DI73,TBSV,100,19.92,80.08,8.925,0.002057346,-2.686692711,agro
3,C03,32,8_10,DI73,TBSV,35.825,24.265,11.56,-59.595,8.71E+17,17.93988259,agro
3,C06,23,8_10,DI73,TBSV,31.655,35.44,-3.785,-74.94,3.62E+22,22.55918788,agro
3,A07,24,8_10,TBSV,TBSV,16.31,17.41,-1.1,0.311,0.806082831,-0.093620329,agro
3,A10,46,8_10,TBSV,TBSV,13.075,18.095,-5.02,-3.609,12.20161323,1.086417254,agro
3,C07,13,8_10,TBSV,TBSV,13.395,20.495,-7.1,-5.689,51.58930122,1.712559645,agro
3,C04,23,8_10,TBSV,TBSV,14.495,22.765,-8.27,-6.859,116.0819621,2.06476474,agro
3,C01,32,8_10,TBSV,TBSV,13.87,22.94,-9.07,-7.659,202.110435,2.305588737,agro
3,C11,21,8_10,DI72,TBSV_DI72,32.53,17.095,15.435,-36.352,8.77E+10,10.9430424,agro
3,E11,18,8_10,DI72,TBSV_DI72,17.605,19.1005,-1.4955,-53.2825,1.10E+16,16.03963074,agro
3,E02,36,8_10,DI72,TBSV_DI72,33.095,19.695,13.4,-38.387,3.59E+11,11.55563844,agro
3,E08,35,8_10,DI72,TBSV_DI72,18.44,20.085,-1.645,-53.432,1.22E+16,16.08463473,agro
3,E05,15,8_10,DI72,TBSV_DI72,18.27,22.91,-4.64,-56.427,9.69E+16,16.98621957,agro
3,C12,21,8_10,DI73,TBSV_DI72,100,16.03,83.97,12.815,0.000138772,-3.857699394,agro
3,E09,35,8_10,DI73,TBSV_DI72,100,17.1,82.9,11.745,0.000291342,-3.535597299,agro
3,E12,18,8_10,DI73,TBSV_DI72,100,17.675,82.325,11.17,0.000434005,-3.362505052,agro
3,E03,36,8_10,DI73,TBSV_DI72,100,17.695,82.305,11.15,0.000440064,-3.356484452,agro
3,E06,15,8_10,DI73,TBSV_DI72,34.825,24.22,10.605,-60.55,1.69E+18,18.22736624,agro
3,E01,36,8_10,TBSV,TBSV_DI72,100,17,83,84.411,3.89E-26,-25.41024296,agro
3,E07,35,8_10,TBSV,TBSV_DI72,24.915,17.44,7.475,8.886,0.00211372,-2.674952541,agro
3,E10,18,8_10,TBSV,TBSV_DI72,21.755,18.26,3.495,4.906,0.033353917,-1.476853159,agro
3,C10,21,8_10,TBSV,TBSV_DI72,100,18.415,81.585,82.996,1.04E-25,-24.98428552,agro
3,E04,15,8_10,TBSV,TBSV_DI72,15.265,20.525,-5.26,-3.849,14.41001568,1.158664453,agro
3,G08,7,8_10,DI72,TBSV_DI73,28.99,1.81,27.18,-24.607,2.56E+07,7.407445103,agro
3,C08,33,8_10,DI72,TBSV_DI73,27.375,17.51,9.865,-41.922,4.17E+12,12.61977948,agro
3,H02,25,8_10,DI72,TBSV_DI73,22.25,18.82,3.43,-48.357,3.61E+14,14.5569075,agro
