timepoint,well,plant,date,target,exp_group,target_ct,18S_ct,dct,ddct,2pwr_negddct,log_2pwr_negddct
2,C10,29,4_9,DI72,TBSV,19,14.32,4.68,-25.8175,59134633.98,7.771841913
2,D02,19,8_1,DI72,TBSV,16.125,14.97,1.155,-29.3425,680726484.6,8.832972648
2,B08,32,8_1,DI72,TBSV,17.775,17.15,0.625,-29.8725,982920845.3,8.992518545
2,C05,36,8_1,DI72,TBSV,15.385,17.165,-1.78,-32.2775,5205898364,9.716495685
2,A11,46,8_1,DI72,TBSV,25.02,14.685,10.335,-20.1625,1173592.398,6.069517288
2,D08,48,8_1,DI72,TBSV,17.115,16.75,0.365,-30.1325,1177026781,9.070786344
2,A08,10,8_10,DI72,TBSV,14.365,45,-30.635,-61.1325,2.52765E+18,18.40271621
2,D08,19,8_10,DI72,TBSV,26.47,21.205,5.265,-25.2325,39422064.63,7.595739366
2,A11,26,8_10,DI72,TBSV,14.58,17.29,-2.71,-33.2075,9918673192,9.996453581
2,D05,42,8_10,DI72,TBSV,25.625,29.87,-4.245,-34.7425,28743167409,10.45853462
2,C02,53,8_10,DI72,TBSV,26.83,30.38,-3.55,-34.0475,17754922354,10.24931878
2,A11,2,3_23,DI73,TBSV,27.275,17.94,9.335,-33.1575,9580806770,9.981402081
2,C11,3,3_23,DI73,TBSV,25.92,17.56,8.36,-34.1325,18832428489,10.27490633
2,B08,10,3_23,DI73,TBSV,27.205,16.46,10.745,-31.7475,3605369557,9.556949787
2,C08,12,3_23,DI73,TBSV,24.655,16.355,8.3,-34.1925,19632161894,10.29296813
2,E12,13,3_23,DI73,TBSV,41.78,17.53,24.25,-18.2425,310127.0842,5.491539696
2,E12,8,4_9,DI73,TBSV,32.6,13.895,18.705,-23.7875,14479415.2,7.160751022
2,B11,16,4_9,DI73,TBSV,33.18,15.41,17.77,-24.7225,27683058.33,7.442214068
2,C08,17,4_9,DI73,TBSV,24.63,18.555,6.075,-36.4175,91782496645,10.96275987
2,A08,25,4_9,DI73,TBSV,27.89,18.46,9.43,-33.0625,8970243487,9.952804232
2,D11,29,4_9,DI73,TBSV,29.06,16.14,12.92,-29.5725,798379812,8.902209547
2,C03,19,8_1,DI73,TBSV,40.05,16.56,23.49,-19.0025,525197.3095,5.720322493
2,B09,32,8_1,DI73,TBSV,45,19.055,25.945,-16.5475,95784.19491,4.981293853
2,C06,36,8_1,DI73,TBSV,28.76,12.11,16.65,-25.8425,60168289.18,7.779367663
2,A12,46,8_1,DI73,TBSV,45,19.215,25.785,-16.7075,107018.449,5.029458653
2,C09,48,8_1,DI73,TBSV,29.075,18.095,10.98,-31.5125,3063428429,9.486207738
2,A09,10,8_10,DI73,TBSV,27.84,18.945,8.895,-33.5975,12997363925,10.11385528
2,C09,19,8_10,DI73,TBSV,28.715,16.51,12.205,-30.2875,1310527063,9.117445994
2,A12,26,8_10,DI73,TBSV,37.79,10.695,27.095,-15.3975,43162.77499,4.635109358
2,C06,42,8_10,DI73,TBSV,29.975,17.175,12.8,-29.6925,867627175.3,8.938333146
2,C03,53,8_10,DI73,TBSV,29.5,19.37,10.13,-32.3625,5521832578,9.742083235
2,B09,2,3_23,TBSV,TBSV,12.455,17.835,-5.38,-43.68625,1.41538E+13,13.15087165
2,D09,3,3_23,TBSV,TBSV,13.385,20.705,-7.32,-45.62625,5.43088E+13,13.73486984
2,A06,10,3_23,TBSV,TBSV,14.045,17.97,-3.925,-42.23125,5.16265E+12,12.712873
2,D06,12,3_23,TBSV,TBSV,12.49,17.01,-4.52,-42.82625,7.79805E+12,12.89198585
2,B12,13,3_23,TBSV,TBSV,12.135,18.265,-6.13,-44.43625,2.38037E+13,13.37664414
2,B12,8,4_9,TBSV,TBSV,17.955,15.245,2.71,-35.59625,51944429779,10.71553898
2,A09,16,4_9,TBSV,TBSV,19.005,16.11,2.895,-35.41125,45692869654,10.65984843
2,C06,17,4_9,TBSV,TBSV,12.805,19.405,-6.6,-44.90625,3.29707E+13,13.51812824
2,B06,25,4_9,TBSV,TBSV,14.105,18.19,-4.085,-42.39125,5.76817E+12,12.7610378
2,C09,29,4_9,TBSV,TBSV,13.115,15.52,-2.405,-40.71125,1.80014E+12,12.25530741
2,D01,19,8_1,TBSV,TBSV,19.065,15.37,3.695,-34.61125,26243662103,10.41902444
2,A07,32,8_1,TBSV,TBSV,14.2,16.56,-2.36,-40.66625,1.74486E+12,12.24176106
2,C04,36,8_1,TBSV,TBSV,14.815,17.485,-2.67,-40.97625,2.16312E+12,12.33508036
2,B10,46,8_1,TBSV,TBSV,12.86,15.865,-3.005,-41.31125,2.72851E+12,12.43592541
2,C07,48,8_1,TBSV,TBSV,15.865,18.54,-2.675,-40.98125,2.17063E+12,12.33658551
2,B07,10,8_10,TBSV,TBSV,13.71,17.665,-3.955,-42.26125,5.27113E+12,12.7219039
2,C07,19,8_10,TBSV,TBSV,10.455,16.405,-5.95,-44.25625,2.10116E+13,13.32245875
